KEY,KEY_HOUSE,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_9997,Q1_9997_TXT,Q1_9998,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_5_TXT,Q3_9999,Q3_9999_TXT,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9998,Q5,WT1,D_AGE,D_INC,D_AREA1,SIDO1,SIDO2
21020680018A,21020680018A01,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,949.9121387283237,4,4,1,2,2
21020680018A,21020680018A04,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,6,949.9121387283237,5,5,1,2,2
21020680018A,21020680018A08,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,5,949.9121387283237,4,4,1,2,2
21020680018A,21020680018A13,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,4,949.9121387283237,5,3,1,2,2
21020680018A,21020680018A16,,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,949.9121387283237,2,4,1,2,2
21020680018A,21020680018A20,,,3.0,,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,949.9121387283237,5,3,1,2,2
21020680018A,21020680018A23,1.0,,3.0,,,,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,2,949.9121387283237,5,1,1,2,2
21020680018A,21020680018A25,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,4,949.9121387283237,5,3,1,2,2
21020680018A,21020680018A43,,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,5.0,,,,,6,949.9121387283237,4,5,1,2,2
21020680018A,21020680018A55,,,3.0,,,,,,,,,,,,1,,,3.0,,,,,,,,3,,,6.0,,,,3,949.9121387283237,5,2,1,2,2
210305200011,21030520001111,,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,941.7087378640776,5,3,1,2,2
210305200011,21030520001114,,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,941.7087378640776,4,2,1,2,2
210305200011,21030520001117,,,3.0,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,6.0,,,,3,941.7087378640776,4,2,1,2,2
210305200011,21030520001125,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,941.7087378640776,5,2,1,2,2
210305200011,21030520001133,,2.0,,4.0,,6.0,7.0,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,941.7087378640776,3,5,1,2,2
210305200011,21030520001137,,,3.0,4.0,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,3,941.7087378640776,5,2,1,2,2
210305200011,21030520001138,1.0,2.0,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,941.7087378640776,4,5,1,2,2
210305200011,21030520001143,,2.0,,4.0,,6.0,7.0,8.0,,10.0,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,4,941.7087378640776,2,3,1,2,2
210305200011,21030520001155,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,941.7087378640776,5,3,1,2,2
210305200011,21030520001161,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,2,941.7087378640776,5,1,1,2,2
21030530084A,21030530084A04,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,6.0,,,,5,949.9121387283237,4,4,1,2,2
21030530084A,21030530084A07,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,949.9121387283237,5,3,1,2,2
21030530084A,21030530084A08,1.0,,,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,5,949.9121387283237,4,4,1,2,2
21030530084A,21030530084A10,,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,,,,,,2,949.9121387283237,5,1,1,2,2
21030530084A,21030530084A12,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,949.9121387283237,2,3,1,2,2
21030530084A,21030530084A15,1.0,2.0,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,4,5,1,2,2
21030530084A,21030530084A16,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,949.9121387283237,1,3,1,2,2
21030530084A,21030530084A36,,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,949.9121387283237,5,3,1,2,2
21030530084A,21030530084A50,1.0,2.0,,4.0,,6.0,7.0,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,949.9121387283237,3,3,1,2,2
21030530084A,21030530084A64,,,3.0,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,949.9121387283237,4,3,1,2,2
210305700441,21030570044103,1.0,,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,941.7087378640776,4,5,1,2,2
210305700441,21030570044107,,,3.0,,,,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210305700441,21030570044108,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,5.0,,,,,5,941.7087378640776,4,4,1,2,2
210305700441,21030570044111,1.0,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210305700441,21030570044122,,,3.0,,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,6,941.7087378640776,4,5,1,2,2
210305700441,21030570044123,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210305700441,21030570044130,,,3.0,,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,1,941.7087378640776,5,1,1,2,2
210305700441,21030570044136,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210305700441,21030570044150,,,3.0,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210305700441,21030570044171,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,1,941.7087378640776,5,1,1,2,2
210307000511,21030700051101,,,3.0,,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,4,3,1,2,2
210307000511,21030700051112,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210307000511,21030700051115,1.0,,3.0,,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,5,941.7087378640776,4,4,1,2,2
210307000511,21030700051117,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210307000511,21030700051121,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,941.7087378640776,3,4,1,2,2
210307000511,21030700051126,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,3,941.7087378640776,5,2,1,2,2
210307000511,21030700051129,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,5.0,,,,,6,941.7087378640776,4,5,1,2,2
210307000511,21030700051133,1.0,,3.0,,,,,,,,,,,,1,,,3.0,,,,,,,,3,,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210307000511,21030700051143,,2.0,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,1.0,,3,,,6.0,,,,5,941.7087378640776,5,4,1,2,2
210307000511,21030700051164,,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,941.7087378640776,5,1,1,2,2
21040530086A,21040530086A05,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,949.9121387283237,5,4,1,2,2
21040530086A,21040530086A11,1.0,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,4,949.9121387283237,4,3,1,2,2
21040530086A,21040530086A20,,,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,1,949.9121387283237,5,1,1,2,2
21040530086A,21040530086A25,1.0,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,4,5,1,2,2
21040530086A,21040530086A28,,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,5,5,1,2,2
21040530086A,21040530086A36,1.0,2.0,,4.0,,6.0,7.0,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,4,5,1,2,2
21040530086A,21040530086A45,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,949.9121387283237,4,5,1,2,2
21040530086A,21040530086A51,,2.0,,4.0,,6.0,7.0,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,949.9121387283237,4,5,1,2,2
21040530086A,21040530086A56,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,5,949.9121387283237,5,4,1,2,2
21040530086A,21040530086A58,1.0,2.0,,4.0,,6.0,,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,8.0,,6,949.9121387283237,4,5,1,2,2
210405400281,21040540028103,,,3.0,,,6.0,7.0,,,,,,,,1,,2.0,3.0,4.0,,,,,,,3,,,6.0,,,,5,941.7087378640776,4,4,1,2,2
210405400281,21040540028112,,2.0,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,6,941.7087378640776,4,5,1,2,2
210405400281,21040540028117,1.0,,,4.0,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,5,941.7087378640776,5,4,1,2,2
210405400281,21040540028119,1.0,,,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,5,941.7087378640776,4,4,1,2,2
210405400281,21040540028127,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210405400281,21040540028129,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210405400281,21040540028134,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210405400281,21040540028138,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
210405400281,21040540028143,1.0,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,5,941.7087378640776,5,4,1,2,2
210405400281,21040540028145,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,1.0,,3,4.0,5.0,,,,,6,941.7087378640776,4,5,1,2,2
210405400281,21040540028149,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,4,941.7087378640776,5,3,1,2,2
21040650005A,21040650005A04,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,1,5,1,2,2
21040650005A,21040650005A06,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,3,949.9121387283237,4,2,1,2,2
21040650005A,21040650005A16,,2.0,,4.0,,6.0,,8.0,,,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,4,5,1,2,2
21040650005A,21040650005A20,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,949.9121387283237,2,5,1,2,2
21040650005A,21040650005A31,1.0,2.0,,4.0,,6.0,7.0,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,3,5,1,2,2
21040650005A,21040650005A42,1.0,2.0,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,5,5,1,2,2
21040650005A,21040650005A51,,2.0,,4.0,,6.0,,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,8.0,,6,949.9121387283237,3,5,1,2,2
21040650005A,21040650005A54,,2.0,,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,5,949.9121387283237,3,4,1,2,2
21040650005A,21040650005A69,1.0,2.0,,4.0,,6.0,7.0,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,11,949.9121387283237,5,5,1,2,2
21040650005A,21040650005A71,1.0,2.0,,4.0,,6.0,,8.0,,,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,5,949.9121387283237,5,4,1,2,2
21040650005A,21040650005A78,,2.0,,4.0,,6.0,7.0,,,10.0,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,5,5,1,2,2
210406501651,21040650165102,1.0,,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,941.7087378640776,3,4,1,2,2
210406501651,21040650165106,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,,,4,941.7087378640776,2,3,1,2,2
210406501651,21040650165121,,,,,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,,,,,4,941.7087378640776,4,3,1,2,2
210406501651,21040650165137,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,941.7087378640776,4,5,1,2,2
210406501651,21040650165140,,2.0,,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,941.7087378640776,5,3,1,2,2
210406501651,21040650165142,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,,,5,941.7087378640776,5,4,1,2,2
210406501651,21040650165147,1.0,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210406501651,21040650165151,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,5,941.7087378640776,3,4,1,2,2
210406501651,21040650165158,,2.0,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,3,941.7087378640776,5,2,1,2,2
210406501651,21040650165159,1.0,2.0,,4.0,,6.0,7.0,8.0,,,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,6.0,,8.0,,7,941.7087378640776,5,5,1,2,2
21040660015A,21040660015A02,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,949.9121387283237,5,5,1,2,2
21040660015A,21040660015A08,,,,4.0,,6.0,,8.0,,,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,4,949.9121387283237,5,3,1,2,2
21040660015A,21040660015A20,,2.0,,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,,,7,949.9121387283237,5,5,1,2,2
21040660015A,21040660015A26,1.0,2.0,,4.0,,6.0,7.0,8.0,,,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,11,949.9121387283237,4,5,1,2,2
21040660015A,21040660015A37,1.0,2.0,,4.0,,6.0,7.0,,,,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,,6.0,,8.0,,5,949.9121387283237,5,4,1,2,2
21040660015A,21040660015A50,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,949.9121387283237,4,5,1,2,2
21040660015A,21040660015A55,1.0,2.0,,4.0,,6.0,7.0,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,4.0,,,,,,,3,4.0,5.0,,,8.0,,7,949.9121387283237,3,5,1,2,2
21040660015A,21040660015A63,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,949.9121387283237,5,5,1,2,2
21040660015A,21040660015A68,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,7,949.9121387283237,4,5,1,2,2
21040660015A,21040660015A72,1.0,2.0,,4.0,,6.0,,8.0,,,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,,,8.0,,8,949.9121387283237,5,5,1,2,2
21050520095A,21050520095A09,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A12,1.0,2.0,3.0,4.0,,6.0,,,9.0,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,11,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A19,,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,9,949.9121387283237,5,5,1,2,2
21050520095A,21050520095A26,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A33,1.0,2.0,,4.0,,6.0,,8.0,9.0,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,3,5,1,2,2
21050520095A,21050520095A38,1.0,2.0,,4.0,,6.0,,8.0,9.0,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,8.0,,8,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A54,,2.0,,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A57,,2.0,3.0,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,3,5,1,2,2
21050520095A,21050520095A69,,2.0,,4.0,,6.0,,,9.0,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,8.0,,9,949.9121387283237,4,5,1,2,2
21050520095A,21050520095A81,,2.0,3.0,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,8,949.9121387283237,4,5,1,2,2
210505201181,21050520118101,1.0,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,941.7087378640776,5,3,1,2,2
210505201181,21050520118115,,,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,4,941.7087378640776,5,3,1,2,2
210505201181,21050520118121,,2.0,3.0,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,5,941.7087378640776,4,4,1,2,2
210505201181,21050520118125,,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,3,941.7087378640776,3,2,1,2,2
210505201181,21050520118131,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,6.0,,,,4,941.7087378640776,4,3,1,2,2
210505201181,21050520118136,,2.0,3.0,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,941.7087378640776,2,5,1,2,2
210505201181,21050520118139,,2.0,3.0,4.0,,6.0,,,,,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,941.7087378640776,3,3,1,2,2
210505201181,21050520118147,1.0,2.0,,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,2.0,3,4.0,5.0,6.0,,8.0,,6,941.7087378640776,2,5,1,2,2
210505201181,21050520118157,,,3.0,4.0,,6.0,,8.0,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,5,941.7087378640776,5,4,1,2,2
210505201181,21050520118159,1.0,2.0,,4.0,,6.0,,,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,2.0,3,4.0,5.0,,,8.0,,3,941.7087378640776,3,2,1,2,2
21050550003A,21050550003A02,1.0,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,949.9121387283237,5,5,1,2,2
21050550003A,21050550003A04,1.0,,,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,6.0,,,,3,949.9121387283237,1,2,1,2,2
21050550003A,21050550003A06,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,949.9121387283237,4,5,1,2,2
21050550003A,21050550003A07,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,949.9121387283237,3,5,1,2,2
21050550003A,21050550003A09,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,949.9121387283237,3,5,1,2,2
21050550003A,21050550003A10,,,,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,5,949.9121387283237,4,4,1,2,2
21050550003A,21050550003A25,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,949.9121387283237,3,5,1,2,2
21050550003A,21050550003A49,1.0,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,6,949.9121387283237,2,5,1,2,2
21050550003A,21050550003A57,,,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,2,949.9121387283237,5,1,1,2,2
21050550003A,21050550003A81,,2.0,,4.0,,6.0,7.0,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,3,5,1,2,2
210505501411,21050550141102,1.0,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,6,941.7087378640776,5,5,1,2,2
210505501411,21050550141104,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210505501411,21050550141106,,,3.0,,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,,,2,941.7087378640776,5,1,1,2,2
210505501411,21050550141107,,,,4.0,,6.0,7.0,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,4,941.7087378640776,4,3,1,2,2
210505501411,21050550141108,,,3.0,,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,,6.0,,,,1,941.7087378640776,5,1,1,2,2
210505501411,21050550141110,,2.0,,4.0,,6.0,,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,8,941.7087378640776,5,5,1,2,2
210505501411,21050550141119,,2.0,,4.0,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,6,941.7087378640776,2,5,1,2,2
210505501411,21050550141131,,2.0,,4.0,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,,5.0,,,,,1,941.7087378640776,1,1,1,2,2
210505501411,21050550141143,,2.0,,4.0,,6.0,7.0,,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,,,7,941.7087378640776,3,5,1,2,2
210505501411,21050550141161,1.0,,,4.0,,6.0,,,,,,,,,1,,2.0,3.0,,,,,,,,3,4.0,,,,,,6,941.7087378640776,4,5,1,2,2
21050610038A,21050610038A05,1.0,,3.0,,,6.0,,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,,6.0,,8.0,,5,949.9121387283237,5,4,1,2,2
21050610038A,21050610038A15,1.0,2.0,,4.0,,6.0,,,,10.0,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,4,5,1,2,2
21050610038A,21050610038A20,1.0,2.0,3.0,4.0,,6.0,,8.0,,,,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,4,949.9121387283237,3,3,1,2,2
21050610038A,21050610038A29,1.0,2.0,,4.0,,6.0,,8.0,,10.0,11.0,,,,1,1.0,2.0,3.0,,,,,,,,3,4.0,5.0,,,8.0,,6,949.9121387283237,2,5,1,2,2
